"program","program","sku","name","color_presentation","price","pdp_url","short_description","description","pdp_url","size","fit_presentation"
"Travel Jeans","Travel Jeans","20066-WT025-31X32","Travel Jeans","South Beach White",98,"https://bonobos.com/products/travel-jeans","Colorful denim with stretch & a natural resistance to wrinkles.","When you're traveling, bag space is at a premium. Which means you need a pair of pants that can handle anything. That's precisely why we created Travel Jeans. They have a hint of stretch for comfort, they're naturally resistant to wrinkles, and they can do pretty much anything chinos can. But, yes, they are still jeans for all those denim lovers out there.","https://bonobos.com/products/travel-jeans","31X32","Straight"
"The Blue Jean","The Blue Jean","19513-BLJ89-36X30","The Blue Jean","Superior Dark Wash",98,"https://bonobos.com/products/blue-jean","Perfectly broken-in with a hint of stretch. Made for everyday wear.","We all have that favorite pair of jeans. That treasured, perfectly broken-in pair of denim that we wear a little more than we should. And that's exactly what we set out to recreate. Made from premium denim with a curved waistband and a hint of comfortable stretch, these aren't just a pair of blue jeans. They're THE Blue Jean, and once you put them on, you won't want to take them off anytime soon.","https://bonobos.com/products/blue-jean","36X30","Tailored"
"Summer Weight Shorts","Summer Weight Shorts","21224-BLX98-28","Summer Weight Shorts","Blue Vapor",28,"https://bonobos.com/products/summer-weight-shorts","The lightest version of our signature chino shorts.","Shorts are already missing their bottom half. How do you make them even more wearable in warm weather? On our end, we sourced some of the lightest, most comfortable cotton we could find. Wearing these lightweight wonders is the next best thing to wearing nothing at... well, let's just say they're really comfortable in the heat. They're great for vacations, superb for barbecues and ball games, and they do beach weekends like you wouldn't believe.","https://bonobos.com/products/summer-weight-shorts","28","Standard"
"Tuxedo Core","Tuxedo Core","14533-BK005-40S","Capstone Italian Wool Tuxedo Jacket","Black Shawl Collar",650,"https://bonobos.com/products/capstone-italian-wool-tuxedo-jacket",,"There's something to be said for a simple, classic suit. But there's something to be celebrated in a sartorial masterpiece. Crafted exclusively from the finest fabrics in the world, the Capstone is the pinnacle of the Bonobos tailored line, a showpiece suit designed for the connoisseur. Great structures—and great wardrobes—start with a strong foundation. But when you arrive at the summit, the Capstone brings everything together and makes it complete.","https://bonobos.com/products/capstone-italian-wool-tuxedo-jacket","40S","Standard"
"Stretch Washed Chinos","Stretch Washed Chinos","15175-GY003-34X30","Stretch Washed Chinos","Grey Dogs",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","34X30","Tailored"
"Stretch Washed Chinos No Liner","Stretch Washed Chinos No Liner","18772-KH110-33X34","Stretch Washed Chinos","Chestnuts",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","33X34","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-BLQ53-32X32","Stretch Washed Chinos","After Midnights",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","32X32","Straight"
"Stretch Chino Solid Liner","Stretch Chino Solid Liner","18772-KH099-38X32","Stretch Washed Chinos","Millstones",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","38X32","Tailored"
"Stretch Washed Chinos","Stretch Washed Chinos","14851-PR545-29X30","Stretch Washed Chinos","Lavender Clouds",88,"https://bonobos.com/products/stretch-washed-chino","Our bestselling, better-fitting chinos with 2% stretch for comfort.","Our bestselling, better-fitting chinos with 2% stretch for comfort.","https://bonobos.com/products/stretch-washed-chino","29X30","Straight"
"Summer Weight Chinos","Summer Weight Chinos","20121-OR192-31X28","Summer Weight Chinos","Faded Orange",48,"https://bonobos.com/products/summer-weight-chinos","The lightest version of our signature chinos. Cool, breathable cotton.","Cool, crisp, and breathable in the heat, the Summer Weight Chinos bring a lighter fabric weight to your favorite class of pant. They can do everything our great-fitting Washed Chinos can do, but they do it . . . well, a little bit cooler. From May picnics to July barbecues to hot August nights at rooftop parties, these are the chinos you can wear starting the first sunny days of spring, right on through until Indian summer. Yep. Pretty cool.","https://bonobos.com/products/summer-weight-chinos","31X28","Slim"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","16936-GY524-35X32","Stretch Wool Dress Pants","Light Grey",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","35X32","Athletic"
"Selvage Stretch Jeans","Selvage Stretch Jeans","23085-NA096-32X28","Selvage Stretch Jeans","Natural",198,"https://bonobos.com/products/selvage-stretch-jeans","Durable, high-end fabric from Japan that gets better with age.","Durable, high-end fabric from Japan that gets better with age.","https://bonobos.com/products/selvage-stretch-jeans","32X28","Slim"
"DG - Basic","DG - Basic","16047-BLB72-16.5X35","Daily Grind Wrinkle Free Dress Shirt","Blue Classic Check",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16.5X35","Slim"
"Summer Weight Jeans","Summer Weight Jeans","18082-BMC94-34X30","Summer Weight Jeans","Dark Wash",88,"https://bonobos.com/products/summer-weight-jeans","A lighter stretch denim for warmer climates.","With its casual look and broken-in feel, denim has always been an old favorite. But it can be a little heavy for warmer weather. So what's the solution? Summer Weight Jeans. Everything you love about denim in a lighter weight to keep you cool.","https://bonobos.com/products/summer-weight-jeans","34X30","Athletic"
"Stretch Wool Dress Pants","Stretch Wool Dress Pants","15687-GY001-33X32","Stretch Wool Dress Pants","Charcoal",198,"https://bonobos.com/products/stretch-wool-dress-pants","Versatile four-season wool pants with a hint of stretch.","What happens when first-class comfort meets a world-class fit? Something incredible. These versatile four-season wool pants have a hint of stretch for comfort while you move, and they're designed to bounce back from whatever comes your way. Whether it's a long flight overseas, or simply a busy week at the office, the Stretch Wool Dress Pant will always stay in top form. Simply put, it is a wardrobe essential—the versatile, all-purpose dress pant that can recover and perform after just about anything.","https://bonobos.com/products/stretch-wool-dress-pants","33X32","Slim"
"Selvage Stretch Jeans","Selvage Stretch Jeans","18379-BLG95-34X36","Selvage Stretch Jeans","Resin Rinse",198,"https://bonobos.com/products/selvage-stretch-jeans","Durable, high-end fabric from Japan that gets better with age.","Durable, high-end fabric from Japan that gets better with age.","https://bonobos.com/products/selvage-stretch-jeans","34X36","Slim"
"DG - Basic","DG - Basic","21840-BLE53-16X32","Daily Grind Wrinkle Free Dress Shirt","Blue Sampson Check",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16X32","Slim"
"DG - Basic","DG - Basic","21854-MTF23-16.5X34","Daily Grind Wrinkle Free Dress Shirt","Textured White",98,"https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","Soft, tailored cotton resistant to wrinkles & machine washable.","Dressing for work isn't rocket science. It's really about looking your best without spending a ton of time doing so. Which is why the Daily Grinds come in so handy. Simply stated, these dress shirts are crafted and tailored never to wrinkle. Utilizing wrinkle-free technology, they can be washed and worn with minimal ironing, and they will maintain their rich color and crisp appearance. You won’t just be looking great and worrying less, you’ll be saving time, money, and energy over the long life of your Daily Grind shirts. And did we mention looking great? Oh. We did.","https://bonobos.com/products/daily-grind-wrinkle-free-dress-shirt","16.5X34","Tailored"
